member_id,customer_key,unaltered_customer_key,display_name,level_id,is_deleted,a_phasedescription,a_phasekey,a_phaseparentkey,a_phasesorting
7,plt2020_h01_v02,PLT2020_H01_V02,PLT 2020 H01 V02,64901,false,PLT 2020 H01 V02,PLT2020_H01_V02,PXX,PLT2020_H01_V02|2020FY
1217,pdt_2023_h00_v01,PDT_2023_H00_V01,Dossier ATRT8 & ATS3 V1,64901,false,Dossier ATRT8 & ATS3 V1,PDT_2023_H00_V01,FXX,PDT_2023_H00_V01|2023FY
1316,plt2024_h00_b02,PLT2024_H00_B02,BI/PLT 2024 H00 B02 (Back-up 20231106),64901,false,BI/PLT 2024 H00 B02 (Back-up 20231106),PLT2024_H00_B02,BXX,PLT2024_H00_V02|2024FY
1349,pdt_2023_h00_v03,PDT_2023_H00_V03,Dossier ATRT8 & ATS3 V3,64901,false,Dossier ATRT8 & ATS3 V3,PDT_2023_H00_V03,FXX,PDT_2023_H00_V03|2023FY
1382,pdt_2023_h00_v04,PDT_2023_H00_V04,Dossier ATRT8 & ATS3 V4,64901,false,Dossier ATRT8 & ATS3 V4,PDT_2023_H00_V04,FXX,PDT_2023_H00_V04|2023FY
1418,actual2024,Actual2024,Réalisé 2024,64901,false,Réalisé 2024,Actual2024,EN2024_ACT,Actual2024FYSR1|UAT1Actual_2024|UAT2Actual_2024
1419,en2024,EN2024,Engagé-Réalisé 2024,64901,false,Engagé-Réalisé 2024,EN2024,EN2024_ACT,EN2024|UAT1ENG_2024|UAT2ENG_2024
1420,bi2024_ca,BI2024_CA,BI 2024,64901,false,BI 2024,BI2024_CA,Budget,BI2024_CA|2024FY
1421,plt2024,PLT2024,PLT 2024-2033,64901,false,PLT 2024-2033,PLT2024,CorpPlan,PLT202400|2024FY|FcstN-1|2025FY
1422,plt2024_pcm03,PLT2024_PCM03,PC/PLT 2024_M03,64901,false,PC/PLT 2024_M03,PLT2024_PCM03,CorpPlan,PLT202403|2024FY|FcstN+0
1423,plt2024_pcm06,PLT2024_PCM06,PC/PLT 2024_M06,64901,false,PC/PLT 2024_M06,PLT2024_PCM06,CorpPlan,PLT202406|2024FY|FcstN+1
1424,plt2024_pcm09,PLT2024_PCM09,PC/PLT 2024_M09,64901,false,PC/PLT 2024_M09,PLT2024_PCM09,CorpPlan,PLT202409|2024FY|FcstN+2
1425,plt2024_pcm11,PLT2024_PCM11,PC/PLT 2024_M11,64901,false,PC/PLT 2024_M11,PLT2024_PCM11,CorpPlan,PLT202411|2024FY|FcstN+3
1426,pc2024_m03,PC2024_M03,PC2024_M03,64901,false,PC2024_M03,PC2024_M03,Forecast,PC2024_M03|2024FY
1427,pc2024_m06,PC2024_M06,PC2024_M06,64901,false,PC2024_M06,PC2024_M06,Forecast,PC2024_M06|2024FY
1428,pc2024_m09,PC2024_M09,PC2024_M09,64901,false,PC2024_M09,PC2024_M09,Forecast,PC2024_M09|2024FY
1429,pc2024_m11,PC2024_M11,PC2024_M11,64901,false,PC2024_M11,PC2024_M11,Forecast,PC2024_M11|2024FY
1430,en2024_post,EN2024_POST,Engagé >2024,64901,false,Engagé >2024,EN2024_POST,ENG_POST,EN2024_POST|2024FYSR1|UAT1ENP_2024|UAT2ENP_2024
1431,uat1actual_2024,UAT1Actual_2024,Réel 2024 HUB1,64901,false,Réel 2024 HUB1,UAT1Actual_2024,SAP,01.24.1|Actual2024
1432,uat1eng_2024,UAT1ENG_2024,Engagé 2024 HUB1,64901,false,Engagé 2024 HUB1,UAT1ENG_2024,SAP,01.24.2|EN2024
1433,uat1enp_2024,UAT1ENP_2024,Engagé>2024 HUB1,64901,false,Engagé>2024 HUB1,UAT1ENP_2024,SAP,01.24.3|EN2024_POST
1434,uat2actual_2024,UAT2Actual_2024,Réel 2024 HUB2,64901,false,Réel 2024 HUB2,UAT2Actual_2024,SAP,02.24.1|Actual2024
1435,uat2eng_2024,UAT2ENG_2024,Engagé 2024 HUB2,64901,false,Engagé 2024 HUB2,UAT2ENG_2024,SAP,02.24.2|EN2024
1436,uat2enp_2024,UAT2ENP_2024,Engagé>2024 HUB2,64901,false,Engagé>2024 HUB2,UAT2ENP_2024,SAP,02.24.3|EN2024_POST
1437,actual2021p36,Actual2021P36,Réalisé 2021 (M-36),64901,false,Réalisé 2021 (M-36),Actual2021P36,BZZ,BI2024_CA|Actual2021P36
1438,actual2022p24,Actual2022P24,Réalisé 2022 (M-24),64901,false,Réalisé 2022 (M-24),Actual2022P24,BZZ,BI2024_CA|Actual2022P24
1439,actual2023p12,Actual2023P12,Réalisé 2023 (M-12),64901,false,Réalisé 2023 (M-12),Actual2023P12,BZZ,BI2024_CA|Actual2023P12
1131,actual2023,Actual2023,Réalisé 2023,64901,false,Réalisé 2023,Actual2023,EN2023_ACT,Actual2023FYSR1|UAT1Actual_2023|UAT2Actual_2023|PhaseClosed=Y
1184,pdt_2023_h00_v00,PDT_2023_H00_V00,Délibération ATRT8 & ATS3 Décembre 2023,64901,false,Délibération ATRT8 & ATS3 Décembre 2023,PDT_2023_H00_V00,FXX,PDT_2023_H00_V00|2023FY|2024FY|2025FY|2026FY
1448,tarif2024_cre,Tarif2024_CRE,Délibération CRE MAJ 2024,64901,false,Délibération CRE MAJ 2024,Tarif2024_CRE,Tariff,Tarif2024_CRE|2024FY|2025FY|2026FY|2027FY|Delib
